Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,29.1,26,32.3,26.0 - 32.3,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,27,25.8,28.2,25.8 - 28.2,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,27.2,26.4,28,26.4 - 28.0,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,18.6,18.1,19.2,18.1 - 19.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,35.4,32.1,38.8,32.1 - 38.8,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,30.1,28.8,31.3,28.8 - 31.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,34.2,33.3,35,33.3 - 35.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,29.1,28.5,29.7,28.5 - 29.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"July 22 - Aug 18, 2020",07/22/2020,2020-08-18,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,41.8,38.4,45.2,38.4 - 45.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,36.3,35,37.7,35.0 - 37.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,39.4,38.5,40.3,38.5 - 40.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,13,"Aug 19 - Aug 31, 2020",08/19/2020,2020-08-31,32.4,31.7,33,31.7 - 33.0,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,33,29,37.1,29.0 - 37.1,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,25.7,24.2,27.1,24.2 - 27.1,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,27.5,26.6,28.4,26.6 - 28.4,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,18.4,17.9,19,17.9 - 19.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,38.9,34.7,43.3,34.7 - 43.3,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,30.6,29.3,32,29.3 - 32.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,33.8,33,34.6,33.0 - 34.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,28.5,27.9,29.2,27.9 - 29.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,45.5,41.1,50,41.1 - 50.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,35.7,34,37.4,34.0 - 37.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,39,38,39.9,38.0 - 39.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,14,"Sep 2 - Sep 14, 2020",09/02/2020,2020-09-14,31.8,31.1,32.5,31.1 - 32.5,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,34.4,30.3,38.7,30.3 - 38.7,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,25.7,24.4,27.1,24.4 - 27.1,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,27.4,26.4,28.4,26.4 - 28.4,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,19.9,19.3,20.5,19.3 - 20.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,39.2,34.9,43.7,34.9 - 43.7,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,31.1,29.8,32.5,29.8 - 32.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,34.6,33.7,35.5,33.7 - 35.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,30.3,29.7,31,29.7 - 31.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,44.6,40.1,49.1,40.1 - 49.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,36.7,35.2,38.2,35.2 - 38.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,39.7,38.8,40.6,38.8 - 40.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,15,"Sep 16 - Sep 28, 2020",09/16/2020,2020-09-28,33.6,32.9,34.3,32.9 - 34.3,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,32,27.9,36.3,27.9 - 36.3,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,26.9,25.5,28.4,25.5 - 28.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,29,28.1,30,28.1 - 30.0,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,19.1,18.6,19.6,18.6 - 19.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,37.8,33.6,42.2,33.6 - 42.2,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,30.8,29.1,32.6,29.1 - 32.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,35.2,34.1,36.4,34.1 - 36.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,29.9,29.1,30.6,29.1 - 30.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,43.2,39,47.5,39.0 - 47.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,37.1,35.5,38.8,35.5 - 38.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,40.9,39.8,42,39.8 - 42.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,16,"Sep 30 - Oct 12, 2020",09/30/2020,2020-10-12,33.3,32.5,34,32.5 - 34.0,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,33.4,29,38.1,29.0 - 38.1,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,27.4,26,28.7,26.0 - 28.7,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,29.6,28.6,30.7,28.6 - 30.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,19.8,19.2,20.4,19.2 - 20.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,37,32.1,42,32.1 - 42.0,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,31,29.3,32.6,29.3 - 32.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,36.4,35.3,37.6,35.3 - 37.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,30.3,29.5,31,29.5 - 31.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,42.3,37.3,47.5,37.3 - 47.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,37.1,35.5,38.9,35.5 - 38.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,41.9,40.6,43.2,40.6 - 43.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2.0,17,"Oct 14 - Oct 26, 2020",10/14/2020,2020-10-26,33.7,32.9,34.4,32.9 - 34.4,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,34.8,29.3,40.5,29.3 - 40.5,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,30.6,28.5,32.8,28.5 - 32.8,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,31.3,30,32.6,30.0 - 32.6,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,20.2,19.5,21,19.5 - 21.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,36.2,30.9,41.7,30.9 - 41.7,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,35.3,33.6,37,33.6 - 37.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,39.3,37.9,40.7,37.9 - 40.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,34.5,33.6,35.5,33.6 - 35.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,43.7,37.9,49.5,37.9 - 49.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,42,40.2,43.8,40.2 - 43.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,44.6,43.3,45.9,43.3 - 45.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),18,"Oct 28 - Nov 9, 2020",10/28/2020,2020-11-09,37.3,36.4,38.3,36.4 - 38.3,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,37.7,32.8,42.9,32.8 - 42.9,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,30.3,28.7,32,28.7 - 32.0,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,32,30.7,33.3,30.7 - 33.3,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,22,21.2,22.8,21.2 - 22.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,43.1,37.8,48.5,37.8 - 48.5,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,36.7,34.4,39,34.4 - 39.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,40.2,38.9,41.6,38.9 - 41.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,33.8,32.9,34.6,32.9 - 34.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,51,45.3,56.7,45.3 - 56.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,43,41,45,41.0 - 45.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,45.9,44.7,47.2,44.7 - 47.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),19,"Nov 11 - Nov 23, 2020",11/11/2020,2020-11-23,37.5,36.7,38.3,36.7 - 38.3,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,41.3,36.2,46.6,36.2 - 46.6,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,31.5,29.6,33.4,29.6 - 33.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,32.1,30.8,33.3,30.8 - 33.3,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,21.1,20.4,21.8,20.4 - 21.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,46.9,42.1,51.8,42.1 - 51.8,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,35.2,33.4,37,33.4 - 37.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,40,38.9,41.2,38.9 - 41.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,31.4,30.6,32.1,30.6 - 32.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,53,48.2,57.8,48.2 - 57.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,42.3,40.2,44.4,40.2 - 44.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,45,43.9,46.2,43.9 - 46.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),20,"Nov 25 - Dec 7, 2020",11/25/2020,2020-12-07,35,34.2,35.8,34.2 - 35.8,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,38.3,33.6,43.2,33.6 - 43.2,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,33.8,31.8,35.8,31.8 - 35.8,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,33.8,32.8,34.8,32.8 - 34.8,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,22,21.3,22.7,21.3 - 22.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,42.7,37.6,47.8,37.6 - 47.8,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,38.1,36.2,40.1,36.2 - 40.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,40.1,39.1,41.1,39.1 - 41.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,31.5,30.6,32.3,30.6 - 32.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,49.6,44.9,54.2,44.9 - 54.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,44.7,42.5,46.8,42.5 - 46.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,45.8,44.8,46.8,44.8 - 46.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Oct 28 - Dec 21),21,"Dec 9 - Dec 21, 2020",12/09/2020,2020-12-21,35.6,34.8,36.5,34.8 - 36.5,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,35.2,31.6,38.9,31.6 - 38.9,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,30.5,28.6,32.5,28.6 - 32.5,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,32.4,31.2,33.7,31.2 - 33.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,21.1,20.4,21.9,20.4 - 21.9,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,42.9,38.2,47.7,38.2 - 47.7,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,34.7,32.9,36.5,32.9 - 36.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,38.8,37.5,40.2,37.5 - 40.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3 (Jan 6 - Mar 29),22,"Jan 6 - Jan 18, 2021",01/06/2021,2021-01-18,32.3,31.6,33.1,31.6 - 33.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Dec 22, 2020 - Jan 5, 2021",12/22/2020,2021-01-05,NA,NA,NA,NA,NA
